,Unnamed: 0,ISBN,BookTitle,BookAuthor,Publisher,PubDate,Price,Category-2
39,9788954440042,9788954440042,시간을 파는 상점 2 너를 위한 시간,김선영,자음과모음,2019년 09월 25일,11250,청소년
40,9791161727424,9791161727424,국제거래와 환율 쫌 아는 10대 하나 된 세계 시장 속 우리,석혜원 /신병근 그림,풀빛,2019년 07월 10일,11700,청소년
41,9788936459000,9788936459000,청기와주유소 씨름 기담,정세랑 /최영훈 그림,창비,2019년 06월 21일,7920,청소년
42,9791195847488,9791195847488,해설과 함께 읽는 치숙/붉은 산 외,전도현 편/송하춘 감수,서연비람,2018년 10월 15일,10800,청소년
43,9791156332015,9791156332015,10대를 위한 헌법 토론 미래를 바꾸는 헌법 사용 설명서,"서윤호, 오혜진, 최정호",다른,2018년 07월 05일,12600,청소년
44,9791161727172,9791161727172,"뉴스, 믿어도 될까? 가짜와 진짜를 거르는 미디어 리터러시의 힘",구본권 글/안병현 그림,풀빛,2018년 07월 10일,13500,청소년
45,9791156331933,9791156331933,수상한 인공지능 AI는 세상을 어떻게 바꿀까?,스테퍼니 맥퍼슨 /이가영 역,다른,2018년 03월 30일,12150,청소년
46,9788954650212,9788954650212,세계를 건너 너에게 갈게,이꽃님,문학동네,2018년 02월 09일,10350,청소년
47,9791188091157,9791188091157,긍정적이라면 중등교사,김선미,토크쇼,2018년 01월 17일,13500,청소년
48,9791161250526,9791161250526,진짜 공신들만 아는 체대 입시 마스터플랜,김범수,더디퍼런스,2017년 09월 05일,13500,청소년
49,9788994475813,9788994475813,가자에 띄운 편지,발레리 제나티  / 이선주 역,바람의아이들,2017년 02월 10일,9900,청소년
50,9791195847402,9791195847402,파도 너무 멀리 나간 교실 실험,토드 스트라써 /김재희 역,서연비람,2017년 01월 11일,10800,청소년
51,9788934993612,9788934993612,도덕을 위한 철학통조림 : 매콤한 맛 [ 개정판 ],김용규 /이우일 그림,주니어김영사,2016년 09월 27일,10350,청소년
52,9788993460797,9788993460797,"동양고전 철학자들, 셜록 홈즈가 되다 청소년 지식소설 십대들의 힐링캠프, 제자백가",박기복,행복한나무,2016년 09월 28일,9000,청소년
53,9788965022619,9788965022619,대입-편입 논술에 꼭 나오는 핵심 개념어 110 [ 개정증보판 ],김태희,지상사,2016년 03월 30일,21600,중고등참고서
54,9791186592205,9791186592205,스티브 잡스 이야기 상상력과 창의성의 영원한 롤모델,짐 코리건  / 권오열 역,움직이는서재,2015년 11월 25일,9000,청소년
55,9788963057088,9788963057088,문·이과 선택에서 유망 학과 결정까지 좋아하는 과목으로 진로를 찾아라,김상호,노란우산,2015년 07월 20일,13500,청소년
56,9788965641193,9788965641193,황소의 혼을 사로잡은 이중섭 [ 개정판 ],최석태,현실문화연구(현문서가),2015년 05월 01일,12420,청소년
57,9788936452056,9788936452056,식탁 위의 세계사,이영숙,창비,2012년 05월 29일,11520,청소년
58,9788954427173,9788954427173,시간을 파는 상점,김선영,자음과모음,2012년 04월 10일,9900,청소년
59,9788961702379,9788961702379,죽은 개는 이제 그만! [ 양장 ],고든 코먼 /고수미 역,보물창고,2011년 08월 30일,10450,청소년
60,9788936456160,9788936456160,위저드 베이커리,구병모,창비,2009년 03월 27일,9900,청소년
61,9788937460074,9788937460074,암흑의 핵심,조셉 콘래드,민음사,2000년 09월 30일,6300,소설/시/희곡
0,9791196988135,9791196988135,나의 첫 번째 드로잉 : 동물편 The Draw Any Animal Book,로베르 랑브리,바바(BABA),2020년 10월 05일,12150,예술
1,9788969524225,9788969524225,나의 첫 가드닝 수채화 컬러링북 [ 양장 ],고은정,경향비피,2020년 09월 02일,12150,예술
2,9791127436872,9791127436872,손그림 일러스트 연습장 따라만 그려도 저절로 실력이 느는 마법의 테크닉,쿠도 노조미 /김진아 역,AK(에이케이 커뮤니케이션즈),2020년 09월 10일,16150,예술
3,9788998259303,9788998259303,교양 서양미술 [ 컬러 ],샤를 블랑 /정철 역/하진희 감수,인문산책,2020년 08월 10일,22500,예술
4,9788997107605,9788997107605,더 쉬운 보타니컬 아트 컬러링북 : 꽃과 열매 편 누구나 쉽게 따라 그리는,김민주 /도지화 감수,아이콘북스,2020년 09월 15일,12420,예술
5,9791196484156,9791196484156,아홉 번째 여행 [ 양장 ],신현아,오후의소묘,2020년 09월 09일,14400,예술
6,9788979293074,9788979293074,어반 스케치 핸드북 : 태블릿 드로잉,우마 켈커 /허보미 역,도서출판이종,2020년 10월 05일,12150,예술
7,9788931463026,9788931463026,그림 속 여자가 말하다 여인의 초상화 속 숨겨진 이야기,이정아,영진닷컴,2020년 09월 03일,15300,예술
8,9791164453320,9791164453320,플란다스의 개 컬러링북 [ 양장 ],장율리아 그림,더모던,2020년 09월 15일,14220,예술
9,9791190931106,9791190931106,읽기만 하면 내 것이 되는 1페이지 미술 365,김영숙,비에이블,2020년 09월 25일,16650,예술
10,9791190224536,9791190224536,시와 그림 사이 나태주 컬러링 시집  [ 초판 한정 나태주 시인 친필 그림 + 사인 인쇄 면지 수록 ],나태주 /일루미 그림,북로그컴퍼니,2020년 09월 14일,13500,소설/시/희곡
11,9791189706999,9791189706999,"유아 낫 언론 영화, 언론을 말하다",이대현,다할미디어,2020년 09월 10일,13500,예술
12,9791195400232,9791195400232,"당신이 좋다면, 저도 좋습니다 코로나 시대, 다시 읽어볼 36편의 영화",윤여수,드림디자인,2020년 09월 25일,13500,예술
13,9791130631295,9791130631295,예술의 쓸모 시대를 읽고 기회를 창조하는 32가지 통찰,강은진,다산초당,2020년 09월 08일,16200,인문
14,9791190779104,9791190779104,식물 관찰 스케치 [ 컬러 ],아가트 아베르만스 /권루시안 역,진선아트북,2020년 08월 20일,10800,예술
15,9791163981237,9791163981237,시크릿 캐릭터 드로잉,타코,레진코믹스,2019년 05월 03일,12600,예술
16,9791162730256,9791162730256,"난생 처음 한번 들어보는 클래식 수업 1 모차르트, 영원을 위한 호소",민은기,사회평론,2018년 11월 19일,16200,예술
17,9788969522559,9788969522559,처음 시작하는 수채화 캘리그라피,이애영 그림,경향비피,2018년 07월 05일,3240,예술
18,9788903981039,9788903981039,기타부교재 4단 음악 종합장,편집부,세광음악출판사,2012년 06월 12일,1000,예술
19,9788994025810,9788994025810,내 손 안의 작은 미술관 빛을 그린 인상주의 화가 25인의 이야기,김인철,양문,2020년 10월 08일,16020,예술
20,9791191119084,9791191119084,"파이아키아, 이야기가 남았다 이동진이 사랑한 모든 시간의 기록  [ 레드케이스 포함, 양장 ]",이동진 /김흥구 사진,위즈덤하우스,2020년 09월 25일,38700,에세이
21,9791164453313,9791164453313,빨강 머리 앤 컬러링북 2 [ 양장 ],장율리아 그림,더모던,2020년 09월 15일,14220,예술
22,9791190406024,9791190406024,"예술가의 생각 고전 미술의 대가들, 창작의 비밀을 말하다","시슬리 마거릿 파울 비니언 편/이지훈, 박민혜 역",필요한책,2020년 09월 16일,14400,예술
23,8801748063195,8801748063195,에르베 튈레의 색칠수업,에르베 튈레,종이나라,2020년 09월 04일,18000,예술
24,9791190300827,9791190300827,주디스 커 [ 양장 ],조안나 캐리 /이순영 역,북극곰,2020년 09월 01일,16200,예술
25,9791190271080,9791190271080,"블러, 오아시스",이경준,산디,2020년 09월 04일,14400,예술
26,9791186732502,9791186732502,내 손 안의 교양 미술,펑쯔카이 /박지수 역,올댓북스,2020년 08월 17일,12600,예술
27,9791188554423,9791188554423,"동물 라인 드로잉 단계별로 그리는 동물, 곤충 새, 물고기와 그밖에 귀여운 애완동물들 150+",페기 딘 /박선주 역,지금이책,2020년 08월 30일,13500,예술
28,9791157686483,9791157686483,90일 밤의 클래식 하루의 끝에 차분히 듣는 아름다운 고전음악 한 곡,김태용,동양북스(동양books),2020년 08월 10일,15120,예술
29,9788931589856,9788931589856,사이코지만 괜찮아 2 사랑에 관한 조금 이상한 로맨틱 코미디  [ 부록 : 명대사 엽서 8종 ],조용,호우야,2020년 08월 27일,15120,예술
30,9791186745502,9791186745502,귀염뽀짝 1분 일러스트 음식 소품부터 이모티콘까지 더비러브드의 손그림 2000개,더비러브드(이서윤),솜씨컴퍼니,2020년 08월 17일,11520,예술
31,9788979293135,9788979293135,매일매일 예쁜 꽃 수채화,제나 레이니 /정수영 역,도서출판이종,2020년 09월 01일,16200,예술
32,9788931589849,9788931589849,사이코지만 괜찮아 1 사랑에 관한 조금 이상한 로맨틱 코미디  [ 부록 : 명대사 엽서 8종 ],조용 글/잠산 그림,호우야,2020년 07월 27일,15120,예술
33,9791165341930,9791165341930,애뽈의 숲을 닮은 컬러링북 오롯이 나를 위한 시간,애뽈,시드앤피드,2020년 07월 13일,12600,예술
34,9788932637853,9788932637853,Joy쌤의 누구나 쉽게 치는 K-POP 시즌5 초급편,"문혜성, 조희순, 문혜린",삼호뮤직(삼호출판사),2020년 06월 22일,6300,예술
35,9791162731154,9791162731154,"난생 처음 한번 들어보는 클래식 수업 3 바흐, 세상을 품은 예술의 수도사",민은기 /강한 그림,사회평론,2020년 06월 17일,17100,예술
36,9791196930004,9791196930004,SisterHood,Little Thunder,한림사,2020년 02월 20일,22500,예술
37,9791185057798,9791185057798,네 마음이 정답 세상은 캔버스 상상하는 미술교과서,강상희,기역,2020년 01월 31일,13500,예술
38,9791157802623,9791157802623,성공의 음악들 방탄소년단에서 모차르트까지,박성건,(주)태림스코어,2019년 12월 15일,14400,예술
39,9791196073220,9791196073220,Red Ink,맥스 핀커스,FOTASIA,2019년 10월 30일,16500,예술
40,9788969523716,9788969523716,나의 첫 풍경 수채화 컬러링북 하루 한 장 나만의 풍경 그리기  [ 양장 ],고은정,경향비피,2019년 11월 27일,11700,예술
41,9788932637655,9788932637655,겨울왕국2 음악놀이북,콘텐츠기획개발부,삼호뮤직(삼호출판사),2019년 11월 30일,5400,예술
42,9788952744517,9788952744517,디자인 천국에 간 디자이너 북유럽 디자인에서 깨달은 것들,조상우,시공아트,2019년 11월 20일,14250,예술
43,9788931588507,9788931588507,김락희의 인체 드로잉,김락희 /윤관현 감수,성안당,2019년 11월 27일,31500,예술
44,9791196665708,9791196665708,데미안의 하상하상기타교본,데미안,데미안의 하상하상기타,2019년 03월 29일,36000,예술
45,9791186925911,9791186925911,오늘의 좋아하는 것들 작고 소중한 수채화 관찰일기,김이랑,책밥,2019년 10월 07일,16920,에세이
46,9788970594040,9788970594040,브러시에 낀 먼지를 떼어낸다는 것은 요리후지 분페이의 직업적 권태 탈출기,요리후지 분페이 /서하나 역,안그라픽스,2019년 06월 05일,14400,예술
47,9791189709891,9791189709891,이토록 아름다운 수채화 한 장  스케치 도안 위에 순서대로 톡톡 컬러링,로아,위즈덤하우스,2019년 02월 25일,13500,예술
48,9788976243966,9788976243966,베토벤 피아노소나타 열정,Ludwig van Beethoven,태림출판사,2018년 11월 30일,4750,예술
49,9788966854202,9788966854202,동그라미 1 [ 제2판 ],편집부,음악세계,2018년 09월 03일,3600,예술
50,9788969522443,9788969522443,수채화 원데이 클래스 나의 첫 감성 수채화 노트,백초윤,경향비피,2018년 04월 25일,11520,예술
51,9791162203132,9791162203132,"발터 벤야민, 사진에 대하여 [ 양장 ]","발터 벤야민, 에스터 레슬리 /김정아 역",위즈덤하우스,2018년 03월 20일,13500,인문
52,9788974839147,9788974839147,재즈 잇 업 jazz it up 남무성의 만화로 보는 재즈의 역사  [ 개정판 ],남무성,서해문집,2018년 01월 29일,24300,예술
53,9788997042524,9788997042524,12주 완성 코드반주법 득이 되는 코드반주 초급,박종득,도약에듀,2017년 11월 30일,11700,예술
54,9791157801329,9791157801329,기타부교재 뚜뚜루 음악노트 오선과 건반이 있는,태림스코어 편집부,(주)태림스코어,2017년 10월 20일,1000,예술
55,9788993784510,9788993784510,사랑이란… Love is…  [ 양장 ],킴 카잘리,인간희극,2017년 07월 17일,13320,예술
56,8809474870414,8809474870414,디즈니 골든 에이지 엽서북 100 디즈니 명작 아트 엽서북,"Disney Enterprises,  Inc.",아르누보,2016년 08월 18일,10000,예술
57,9788967211097,9788967211097,레이나의 피아노 노트 [ 스프링북 ],박혜란,삼호ETM,2016년 06월 01일,10800,예술
58,9788966852581,9788966852581,뚱이네 음악학습장,편집부,음악세계,2016년 05월 20일,1000,예술
59,9788964358290,9788964358290,"난생 처음 한번 공부하는 미술 이야기 1 원시, 이집트, 메소포타미아 문명과 미술",양정무,사회평론,2016년 05월 09일,19800,예술
60,9788966852321,9788966852321,성인을 위한 Piano Beginning 2,김운봉,음악세계,2015년 12월 25일,7200,예술
61,9788966852314,9788966852314,성인을 위한 Piano Beginning 1,김운봉,음악세계,2015년 12월 25일,7200,예술
62,9788966851362,9788966851362,파퓰러 바이올린 콘서트 2 [ 스프링북 ],윤염광 편,음악세계,2014년 03월 03일,10800,예술
63,9788932633794,9788932633794,키즈 피아니스트 2 한 살 먼저 시작하는,편집부,삼호뮤직(삼호출판사),2013년 06월 28일,5400,예술
64,9788932633787,9788932633787,키즈 피아니스트 1 한 살 먼저 시작하는,편집부,삼호뮤직(삼호출판사),2013년 06월 28일,5400,예술
65,9788950934491,9788950934491,영화는 클래식을 타고 영화가 사랑한 클래식 28,진회숙,21세기북스,2011년 12월 30일,12420,예술
66,9788972436362,9788972436362,세계의 누드화,"전규태, 박희숙 공",서문당,2010년 09월 15일,16200,예술
67,9788961960427,9788961960427,지식의 미술관 그림이 즐거워지는 이주헌의 미술 키워드 30,이주헌,아트북스,2009년 09월 08일,14400,예술
68,9788970903781,9788970903781,당신의 발에 입맞추고 싶습니다 강수진 라이프 스토리,장광열,동아일보사,2004년 10월 20일,9900,예술
69,9788980382200,9788980382200,"글렌 굴드, 피아노 솔로",이창실 역,동문선,2002년 03월 20일,6650,예술
70,9788903311225,9788903311225,어린이 바이엘 (하권),편집부,세광음악출판사,1978년 07월 31일,5400,예술
71,9788903311218,9788903311218,어린이 바이엘 (상권),편집부,세광음악출판사,1978년 07월 31일,5400,예술
72,9788970131993,9788970131993,칼리굴라 · 오해,알베르 까뮈 /김화영 역,책세상,1999년 09월 30일,9000,소설/시/희곡
0,9791190419277,9791190419277,청년사업가 김대중 3 길이 아니어도 좋다  [ 완결 ],스튜디오 질풍 글그림,그린하우스,2020년 08월 15일,13500,만화/라이트노벨
