,Title,ConRate,DesRate,Author,Date,Content,BookCode
0,워렌 버핏,5,5,코스모스,2020-10-04,"ㆍㆍㆍ[서평]_[리뷰쓰기]ㆍ [도서]21세기를 움직이는 사람들 ㅡ도서명위렌 버핏 ㅡ지은이하지혜  ㅡ 엮은이경제.경영 ㅡ장르김&정 ㅡ출판사ㆍㅡ좋아하는 일을 선택하리.그러면 성공은  자연적으로 따라온다.ㆍㅡ본문중에 ㅡㆍ부자의 눈높이로 행동하라아무리 강조해도 지나치지 않는 원칙이다.모든 투자를결정할 때 과연 부자는 어떻게 행동할 것인가를 생각해봐야 한다.강남 아파트 값이 오른다고 흥분해서 감정적으로 비난하는 것은 가난한 자의 눈높이에서 주택시장을 바라보는 것일 뿐이다.참고로 버핏은 골프의 타이거 우즈, 테니스의 마르티나 나브라틸로바,보디빌딩의 아널드 슈워제네거 등 분야별 최고 전문가의 성공 비결을 밝혀내고 이들의 행동을 모방했다고 말한 바 있다.ㆍ시장을 바라보는 나만의 눈을 키워라먼저 자신의 투자 스타일이 어떤 것인지 알아야 한다.공격형,수비형,절충형 중 어디에 속하는지,또 3년 이상 가치투자를 할 수 있는지 혹은 단기투자를 선호하는지에 따라 자신에게 맞는 최적의 부동산 상품을 고를 수 있다.자신만의 독특한 투자 원칙도 세워야 한다.부동산 시장과상품에 대해 인내심을 갖고 꾸준히 관찰하고 분석하면서 나만의 투자 원칙을 만들어야 한다.이렇게 해야 언론 보도나 전문가 및 주변 사람들의 말,인터넷에 난무하는 주장에 현혹되지 않고 나만의 역발상 투자를 할 수 있다.ㆍ내가 잘 아는 부동산에만 투자하라부동산 투자의 실패는 내가 잘 알지 못하는 분야에 투자할 때 발생한다.전문가나 주변 사람의 말만 믿고 투자하면 실패하는 경우가 다반사다.시장 분위기에 편승하지 않고 내가 잘 아는 부동산에 대해 꾸준히 분석하며  합리적인 투자를 해야 한다.'주특기' 부동산에 집중해야 시장 상황에 신속하게 대처할 수 있어 남보다 한 발짝 빨리 사고팔 수 있다.그래야 또 앞으로 다가올 투자 기회가 무엇인지 예측할 수 있으며, 매도와 동시에 어떤 부동산을 매입할 것인가 를 결정할 수 있다.ㆍㅡ핵심평 ㅡ자기 자신을 행운아라고 생각한다.좋아하는 일,하고 싶은 일에 최선을 다한다.때가 올 때까지 참고 기다린다.기회를 잡으면 놓치지 않는다.1달러로 무엇을 할 수 있을까 연구한다.다른 사람의 좋은 습관을 자기 것으로 만든다.ㆍㅡ한 줄평 ㅡ워렌 버핏은 그만의 철저한 투자 가치를 기준으로 삼는다.ㆍㅡ저자의 생각ㅡ돈 버는 공부는 앉아서 하는 게 아니라 뛰면서 하는 인생 공부이기 때문에 더욱 심오하고 어렵다.ㆍㅡ사색평 ㅡ어린시절부터 돈의 가치에 대해 경험하고 배운 워렌 버핏만의 투자 철학과 삶의 마인드 성공하기 위한 공부법에 대해 들여다볼 수 있었다.남들이 생각하지 못하는 통찰력과 혜안을 기를  수 있는 힘을 꾸준히 연마하며 스스로의 철학을 세운 투자계의 전설임을 다시 한 번 확인하는 계기가 되었다.ㆍㅡ추천평 ㅡ투자계의 전설인 만큼 확고한 삶의 가치관과 돈과 부 투자에 대한 개념을 배우기 좋은 롤모델이 아닐까 싶다.ㆍㆍㅡ투자는 비즈니스다.10년 동안 보유할 주식이 아니라면 단 10분간이라도 보유해선 안 된다ㆍㆍㆍㆍ#21세기를움직이는사람들_워렌버핏#워렌버핏#가치관#위대한투자가워렌버핏의성공비결#경제경영#투자철학#양서목록#도서#책좋아요#성공비결#성공마인드#양서소개하는여자#북스타그램#책스타그램#나는운이좋은사람입니다#독서테라피#독서#서평#리뷰쓰기#양서#도서추천#도서소개#book#bookstagram#sauthkorea",9788991874428
1,그는 진정한 재벌인가?,3,3,바보천사,2009-06-19,"오늘은 그는 진정한 재벌인가? 라는 화두를 던져볼까 한다. 그는 누구냐고 물어 오겠지. 
그는 바로 워렌버핏 회장이다. 세계 부자 열 손가락에 든다는 사람이다. 
워렌 버핏은 17살 때부터 35달러의 돈으로 핀볼게임기로 사업을 시작했다. 
그리고 그 돈으로 투자를 해서 돈을 착실하게 벌어나갔다. 
“17살 때 나는 도대체 뭘 했지?” 라는 생각이 머릿속을 스쳐지나간다. 
암튼, 사업가 기질이 다분히 있으신 것 같다. 
이제, 워렌 버핏 회장의 부자 되는 비결 몇 가지를 설명해 보자. 
첫째는 하고 싶은 일을 하라. 맞는 말 아닌가. 그리고 쉬운 말이기도 하다. 하기 싫은 일을 억지로 하면서 어떻게 부자가 될 수 있단 말인가. 열심히 일을 할 수도 없을텐데 말이다. 
둘째는 1달러의 가치를 소중히 여긴다는 것이다. 1달러는 적은 돈이다. 하지만 이런 작은 돈 하나 하나를 소중히 여긴다는 건 부자가 될 마음가짐이 되었다는 말 아닐까. 
셋째는 좋은 습관을 몸에 익히라는 것이다. 인생까지 좌우한다고 하니 엄청 중요하게 생각한 모양이다. 하기는 우리나라 속담에도 ""세 살 버릇 여든까지 간다.""고 하지 않나. 

워렌 버핏 회장은 존경받아 마땅하다. 그리고 그 분이 한국인이 아니라는 점이 안타깝다. 
그 분과 한국재벌의 차이점을 설명해 둔 부분이 있다. 두 가지 차이점을 나열했지만 나는 나름대로 한가지로 줄여서 설명해 보겠다. 그건 바로 워렌 버핏 회장은 순수하게 재산을 사회에 기부를 했다는 점이고 한국 재벌은 기업홍보용으로 얼마간의 이득을 생각하고 기부를 한다는 점이다. 참으로 가소로운 일이 아닐 수 없다. 
물론 한국에도 연예인 중에 기부천사로 소문난 사람도 있기는 하지만 극히 일부에 지나지 않는다. 대부분의 한국재벌들은 자기와 자기 가족의 안위를 위해 상속을 원하고 있다. 실제로 사회에 85%나 기부하는 워렌 버핏과는 다른 노선을 걷고 있는 셈이다. 
거기에다가 워렌 버핏의 누나도 기부를 많이 하는 것으로 유명하다. 가족들에게 흐르는 피는 속일 수가 없는 모양이다. 
도대체 언제쯤 대한민국이라는 나라에도 워렌 버핏같은 사람이 나타날까? 
부자 되기보다는 부자로 살기 단계에 이르는 사람이 빨리 나오기를 기대해본다. 
벤저민 그레이엄은 가치투자의 창시자이자 웨렌 버핏의 스승이라 할 수 있다. 
그를 따른 제자들이 다들 돈을 벌었다고 하니 대단한 사람이다.  하기는 워렌 버핏만 봐도 알 것 같다. 

워렌버핏의 “말 말 말” 몇 마디만 인용해보자. 
습관이 인생을 좌우한다. 이 말은 앞에서도 부자 되는 비결에서도 언급했었다. 
좋아하는 일을 택하라. 그러면 성공은 자연적으로 따라온다. 이 것 또한 부자 되는 비결에서 언급했다. 
오늘은 워렌 버핏 회장을 만났다. 그는 진정한 재벌이라는 말을 남기고 싶다. 

 
  엄청 잘 생기셨고. 진짜 훈남이다.

덧붙여서 몇 마디 더… 
참으로 읽으면서도 한국재벌들이 초라하게 보이는 건 왜일까. 
하긴 나도 기부에 대해서는 할 말이 없다.  나도 죽기 전에 전재산의 85%를 기부해 볼까. 
물려줄 가족이 없으니 이런 생각도 괜찮을 듯싶다. 
그러기 전에 부자가 되는 것이 우선이겠지. 
잔돈, 푼돈 가리지 않고 아낀다. 신용 카드는 쓰지 않는다. 끊임없이 재테크 공부를 한다. 
더 있지만 내가 실천할 수 있는 것 세 가지만 오늘부터 실천할 것이다. 진짜로 실천할 것이다. 
생각해 보니 잔돈, 푼돈은 아끼고 있고, 신용카드는 1년에 한번 쓸까 말까 하니 이것도 실천을 잘하고 있는 셈이다. 그럼 한가지 남았다. 재테크 공부를 하는 건데 이건 책을 사봐야 하나. 음~ 당장 재테크 관련 서적을 사볼까?",9788991874428
2,자판기에서 살 수 있는 책 - 아직 시작 단계로다.,2,2,카프카,2009-02-12,"자판기에서 두 번째로 구매한 도서.
 
결론: 정말 여간해서는!!! 자판기로 책 사지 말자.
 
자판기를 심히 좋아하여, 며칠 전 그나마 괜찮아보이는 걸 지른 것이지만.
사실 감상은 주간지의 '워렌 버핏'의 특집 기사를 읽는 정도?
 
2천원의 이 얇은 책에 무언가 기대를 하는 것 자체가 넌센스지만,
마치 신문 안 사고 포커스나 메트로 보는 기분이었다.
 
 
워렌 버핏에 대해 좀 더 알고 싶은 생각이 아직까지 크지 않다.
그만큼 투자에 관심이 있는 것도 아니고,
책 내용 중에서
""내일 당장 증권 거래소가 문을 닫고 3년간 개장하지 않는다고 가정하였는데 행복하다면 투자하라.""라는 내용이 있었는데 이해가 안 된다는 것이지.",9788991874428
3,간단하게 웨렌 버핏의 투자 철학을 살펴볼 수 있는 책,4,3,까이유,2009-01-30,"책자도 얇고, 내용도 간결하게 서술되어 간단하게 웨렌 버핏의 투자 철학을 살펴볼 수 있는 책입니다.
제1장 부분은 자녀들에 대해서 주식투자의 대가답게 어떻게 교육시켜는가 하는 내용이 담겨있어요.
제 2장은 가치투자의 대가 웨렌 버핏의 투자철학의 근거정도라고 생각하시면 되는데, 연복리 수익률을 이해하기 어려우시면, 그냥 이자는 복리로 받는 게 좋다고 생각하시고 계산하는 건 잊어버려셔도 됩니다. 저도 이 부분의 자세한 내용은 건너 뛰었거던요 ㅎ
제3장은 오늘날 버핏을 있기한 사람들에 대해 다루고 있는데, 아주 간단히 소개하고 있습니다. 누구나 자기의 성장에 영향을 주는 사람을 가지고 있잖아요. 요즘은 멘토가 화두던데 ㅋ
전체적으로 책은 페이지수가 93페이지 밖에 안 될 정도로 얇지만, 버펫에 대해 아~ 이런 사람이구나 이해하고 싶은 분들에게 딱이에요. 이 정도 분량이면 버핏에 대해 좋은 감정을 가지고 환상을 품기에 딱 좋거든요.
 
솔직히 버핏에 관해 나온 다른 책들도 읽어 보았지만, 보기보다 읽기에 재미가 없더군요. 그나마 참고 읽은 것은 부자가 되고 싶다는 욕심에 참았지만.
 
이 책은 읽기에도 부담없고, 어린이들이 이해하기도 쉽기 때문에 어린 자녀의 경제세상 보는 시야 교육에도 유익하다고 생각합니다 ^^",9788991874428
4,청소년에게 권장!,4,4,park90000,2007-11-01,"대부호이며, 그 놀라운 사회에의 재산 환원 등으로 유명한 버핏이 어떻게 돈을 벌었는데 그 마인드를 배우는 책이다. 아주 어려운 경제 용어나 이론보다는 청소년들도 쉽게 읽을 수 있도록 이해를 돕는 쉬운 문장이 돋보인다. 나도 읽고, 조카에게도 읽히고 싶은 부담없는 책이었다.",9788991874428
5,소장하고 싶어서 구매했어요.,5,4,-,2020-10-01,이도서 아산병원 정주영기념관에도 전시되어있는도서이고해서 구했습니다.평생 소장잘 하도록 하겠습니다.^^명절선물을 예스24가 대신해주네요.잘해줘서 고마워요.~^^2020년 9월 30세 마지막추석 명절을 맞이하며미리 도서를받기전 글을 남깁니다.감사합니다.소장 잘 하도록 하겠습니다2001년이면 제가 11세때네요.91년도에 태어났으니ㅎㅎ,9788973400539
6,시련은 있어도 실패는 없다,4,4,punchshot,2020-04-27,"어느날 문득 갑자기..창업주들의 자서전을 찾아서 읽고 싶어졌다. 삼성의 이병철, 현대의 정주영, 대우의 김우중 등..생각보다 창업주들의 자서전이 많이 유통되고 있지는 않았다.돈을 벌기보다는 남기기 위한 목적이 컸기때문이 아닐까 싶다.이봐 해봤어? 라는 아주 유명한 명언을 남기신 분이다.어떻게보면 흔한 표현이기도 하지만 현실에 적용하기가 쉽지만은 않다.세상을 살다보면 특히나 직장생활을 하다보면 문제에 직면하는 경우가 많다.그럴때마다 내게 혹은 동료에게 던져주는 말을..그 말을 책을 통해 들어보시기를",9788973400539
7,시련은 있어도 실패는 없다,4,3,줴리,2018-09-15,"시련은 있어도 실패는 없다. 현대그룹의 창업주이자 지금은 명예회장이 되신 고 정주영회장의 자서전입니다.대한민국의 근대사에 있어서 가장 큰 역할을 한 인물중의 한 명이라 해도 과언이 아니지요. 그분의 노력이 없었다면 우리나라가 그렇게 빨리 근대화를 이룰 수 없었을 것이고 한강의 기적도 없었을 것입니다.  책을 읽어보면 구구절절 가슴벅찬 일화가 많이 있습니다. 특히 현대중공업을 만들고 조선업에 과감히 뛰어들었던 일화를 생각해보면 그분의 도전정신과 추진력이 얼마나 대단했는가를 가늠해 볼 수 있습니다.  도전하지 않는자에게는 미래가 없다고 불굴의 도전정신을 일깨워주는 그분이 하신 유명한 말이 생각나네요. ""해 보기나 했어?"" (단, 출판년도가 오래된 책이라 글씨체와 편집 구성이 너무 옛스럽습니다.)",9788973400539
8,근면과 추진력의 화신,4,3,ezpyun,2017-12-26,"근면과 추진력의 화신.시골 농부의 아들로 태어나, 수차례 가출한 그를 보자면, 현대라는 대기업을 자기 손으로 일구어낸 그에게 그 꽉막힌 시골이 어찌나 답답하였을까 싶다. 우리네 할아버지, 아버지 세대가 그러했듯이,근면으로 무장하여 죽기살기로 일한 그에겐'해보기나 했어?'라고 반문하며 포기하지 않는 그의 추진력이 그를 그자리에 서게 만들었으리라.아직은 정주영씨 세대를 이해하는 정도의 나이라 수월히 읽고 또 감명도 받았지만,이 좋은 책과 그의 파란만장한 삶이 우리 아들세대와 그 후대에도 이와 같은 감동을 줄 수 있을까 하는 의문도 든다.",9788973400539
9,시련은 있어도 실패는 없다,4,4,허쉬가나,2017-05-02,"시련은 있어도 실패는 없다정주영 지음. 처음에는 조금은 편견을 갖고 시작햇던 글이었는데 이런 나 자신이 부끄러울 정도로 글은 지금의 현대를 생각한다면 이게 정말 사실일까 싶을 정도의 이야기였고, 그래서인지 좀 더 공감되고, 이해가 되었던 글이었던 것 같다. 아쉬운게 있다면 책이 출간된지가 좀 오래되다 보니 십년도 전에 출간된 글이다 보니 지금의 현실과는 맞지 않은 그런 내용도 있었고, 촌스러운 편집과 더 촌스러운 표지랄까? 처음 책을 받아보고 생각보다 더 떨어지는 퀄리티에 으악 했엇다는",9788973400539
