,Title,ConRate,DesRate,Author,Date,Content,BookCode
0,작문교육 개론서,4,4,kym521,2020-09-30,"작문교육 개론서.  전체 3부로 되어 있고 작문이론과 전략, 교수학습방법과 평가, 글의 유형별 작문교육 순입니다.   작문의 다양한 기능과 전략을 적용한 예문들이 있어 내용 이해에 도움이 됩니다. 실제 작문교육을 작문교육에 대한 기본적인 지식을 얻을 수 있는 책인 것 같습니다.    그리고 편집이 깔끔하게 되어있네요. 히지만 주황색을 주로 사용하는 점은 특이하네요.",9791188108787
1,작문교육론,4,4,블로그,2020-09-02,작문에 대해 심도깊게 공부하고 싶을 때 참고할만한 책입니다. 사회평론에서 출판한 책이 좀 더 가독성이 좋다고 해서 구매했어요. 교육과정에 따른 변천사나 작문 이론들이 잘 정리되어 있어 보기 좋습니다. 아무래도 교육과정만으로는 이해가 안 가거나 부족하게 느껴지는 부분이 있어 이론서를 참고하면 훨씬 학습하기 수월하더라고요. 두껍긴 한데 발췌해서 보기 좋은 것 같아요.,9791188108787
2,책은 여러 번 읽어야...,5,5,헤세,2020-04-26,"처음에는 작문교육론이라는 이름을 달고 나온 책이지만, 콤팩트하게 중요 내용을 개괄적으로 잘 다루고 있는 국어교육의 이해의 작문 부분과 비교했을 때도 특별한 것이 없는 것 같았다. 국어교육의 이해에 있는 내용과 겹치는 부분이 많고, 아마도 글도 조금 쉽게 쓰여 있기 때문이었던 것 같다. 그런데 다시 읽어보니 국어교육의 이해와 같이 보기에 좋은 각론서 같다. 일단 내용면에서 한 가지 예를 들면, 작문 전략이 비교적 충실하게 담겨 있다. 전략의 내용 설명뿐 아니라 전략을 학습지로 어떻게 구현할 수 있는지 등도 같이 있어 전략을 이해하는 데 도움이 많이 된다.조금 아쉬운 점은 편집인데, 주황색을 많이 써서 좀 눈이 피로하다는 것일까.",9791188108787
3,후기,5,5,한유진,2020-04-03,"전공 수업 시간에 필요한 교재라 구입했습니다. 확실히 항상 구입하면서 느끼지만 전공 교재는 크고, 무겁고, 비싸다는 생각에서 벗어날 수 없네요. 그래도 내용은 작문교육을 바라보는 시선의 깊이와 폭을 다르게 해주는 책입니다. 저는 표현교육론 수업 시간때문에 구입했는데 수업과 책을 함께 병행하니 기존의 쓰기 교육에 대한 아쉬움이 많이 생겼습니다. 나중에 교사가 되서 어떻게 쓰기를 가르쳐야 좋을 지 고찰 할 수 있게 해줄 발판이 될 만한 책이었던 것 같습니다.",9791188108787
4,작문교육론,4,5,Aosisie,2020-02-29,역락 출판사에서 나온 작문교육론보다 훨씬 트렌디한 느낌입니다. 단점이 있다면 그렇기 때문에 작문교육론의 개론적인 내용이라고 하기에 좀 쓸모없는 내용들도 있다는 거...? 무튼 저는 구성이 엄청 좋다고 생각했어요. 바탕이 된 작문 이론이나 모형을 먼저 설명하고 뒤에는 교육과정에 명시되어 있는 글의 유형에 따라 작문 교육을 어떻게 해야할지가 나와있었거든요. 정의적 영역에 대한 설명이 부족한 게 좀 아쉽지만... 굉장히 체계적인 책이라고 생각합니다.,9791188108787
0,논리적사고,5,5,한기완,2020-10-01,"이 책은 논리학 교재로도 쓰기 위해 만든 것이라 하며 저자는 머리말에서 교재로 사용하는 선생님들에게 꼭 필요한 부분과 시간이 부족할 때 뺄 수 있는 부분도 친절하게 조언하고 있다.또한 저자는 이 책을 통해 논리학이 논의거리가 풍부하고 꽤 흥미로운 학문임을 깨닫는 사람이 조금이라도 늘어나기를 바라고 있다.첫째, 이 책은 논리학을 처음 배울 때 다루어야 할 핵심 주제를 모두 담고 있다. 이에 따라 명제 논리 체계의 건전성과 완전성 증명도 다루었다. 둘째, 이 책은 입문서라는 점을 감안하여 논리학의 기초 개념이나 논리학에서 사용하는 여러 기법들을 자세하게 소개하고 있다. 특히 기법을 단순히 소개하는 데 그치지 않고, 그 기법의 배후에 있는 작동 원리를 파악할 수 있도록 하였다. 셋째, 이 책은 자연연역의 방법을 채택하여 논리학을 전개하고 있다. 이로써 논리학을 공부하는 것이 실제로 추론 능력을 키우는 데 보탬이 된다는 점을 실감할 수 있도록 하였다",9791156857914
1,논리적사고,5,5,최명진,2020-10-01,"논문과 리포트와 같은 학술적인 글의 형식과 논리를 학습하게 된다. 여기에서는 학술자료의 수집과 그 활용에서부터 논문의 체계와 구성, 각주 및 참고문헌 작성 방법 등에 이르기까지 논문 및 리포트의 작성 방법을 구체적인 예를 통해 이해할 수 있도록 하였다. 또한 자신의 주장이나 이론의 타당성을 뒷받침하기 위한 참고 자료의 수집ㆍ인용ㆍ주석의 방법을 학습함으로써 학술 정보의 활용과 학문 윤리에 대한 이해를 도모하였다.글은 아무나 쓸 수 있지만 누구나 쓸 수 있는 것은 아니다. 학생들을 어떻게 사유하게 만들 것인가, 이것이 바로 이 책을 편찬하게 된 동기이다. 우리가 글을 이해한다는 것은, 글에 사용된 어휘의 사전적 의미ㆍ문맥적 의미를 정확하게 받아들이는 것뿐만 아니라, 그것이 지칭하는 구체적 현실이 무엇인지를 파악하는 것까지를 의미한다. 결국 글 읽기/쓰기는 세계의 실상을 인식하고자 하는 사유의 욕망과 힘을 키워주는 데 그 핵심을 두어야 한다.",9791156857914
0,리뷰,5,5,맥주두잔ㅋ,2020-10-06,상담심리학에 대해 자세히 공부하게 되는 계기가 됩니다. 막연한 개념을 잘 잡게 해주고 궁금한 부분을 잘 풀어서 적혀있습니다. 교재로 구매한거지만 일반사람들이 읽기에도 추천합니다.읽다보면 모르는 부분을 잘 설명해주기에 궁금증을 해결해줍니다. 그래서 초심자들에게도 적극 추천해줍니다. 대학교재여서 어려운 부분도 있지만 관심있는 사람들이라면 구매해서 볼만 합니다.,9788925415383
0,[항균안심도서] 2021 무료 동영상이 있는 치과위생사 국가시험 기출유형문제집,5,5,현미사랑,2020-10-05,"치과위생사를 준비하는 사람으로서 최적의 책이라고 생각합니다. 가장 좋은 공부방법은 기출유형을 푸는 것인데 그런 면에 있어서 아주 알차게 기출 문제들이 수록되어 있습니다. 또한 정답 및 해설도 굉장히 자세하게 나와있어서 학습한 후에 피드백을 바로하기에도 굉장히 좋습니다. 또한, 실기 팁도 있어서 읽어보면 굉장히 유용하게 느껴집니다. 암기노트 또한 간략하게 수록되어 있어서 시험 전에 한번 훑으면 굉장히 좋습니다. 추천합니다.",9791125478935
1,2021 무료 동영상이 있는 치과위생사 국가시험 기출유형문제집,5,5,여기소,2020-09-22,'2021 치과위생사 국가시험 기출유형문제집' 이 교재는 최근 개정 의료법과 최신 기출문제가 반영된 교재이다. 총 1~5회 분량의 기출문제집로 이루어진 교재인데 해당 문제마다 답과 상세한 해설이 펼쳐진다. 그리고 암기노트라 할 수 있는 과목별로 포인트 이론 내용들과 시험에 있어서 필요한 실기 팁이 함께 첨부되어 알차게 채워진 치과위생사 교재로 생각된다. 마지막으로 무료 동영상 강의를 볼 수 있다는 점이 마음에 드는 부분이다.,9791125478935
